Horizontal,Vertical,RUL,Time,RPM,Load,Degradation
"[26987.93956246166, 7.934018195486519, 0.855815400110626, -0.01347085354135169, 0.1763039236115897, -0.021569559129030184, 0.38881290636134763]","[40269.82232525859, 6.82477390075695, 0.8927020109627852, -0.2544750757399803, 0.02804541506986069, -0.014848234369487713, 0.5212251103377356]",122,0.0,2100.0,12000.0,0.0
"[27218.936384906374, 7.934018195486519, 0.8530413312128746, 0.12419380232282062, -0.18530462366602002, -0.021230088333399514, 0.4172098476097176]","[38606.094333832465, 7.3585243295573335, 0.8842358886530943, -0.18138475458111092, 0.2703966659020436, -0.03482304729536696, 0.5737860173989082]",122,0.0390625,2100.0,12000.0,4.9249134894470684e-14
"[33380.57289992405, 7.934018195486519, 0.8856285335700558, 0.08650712285505335, -0.35283539013907567, -0.027370317405546386, 0.4321271515575255]","[39875.8723547093, 7.3585243295573335, 0.8312418155067809, 0.19274621935940095, 0.31052768874522624, -0.009989919247802556, 0.6252656637053681]",122,0.078125,2100.0,12000.0,9.849842718721775e-14
"[28798.40875401983, 7.934018195486519, 0.7890194377821584, 0.2875695400610314, -0.21843205253497727, -0.02237533566374867, 0.37606614790590703]","[43404.43576805318, 7.176123586213073, 0.7763417290820281, 0.2858284271418654, 0.2375447894538754, -0.014917480971853553, 0.5930512616787339]",122,0.1171875,2100.0,12000.0,1.4774794139088132e-13
"[26120.16716218806, 7.934018195486519, 0.8690411398754777, -0.1262856593805215, 0.006014159077325215, -0.015025212522065547, 0.3615293031000719]","[39183.77260347201, 7.545561285025422, 0.847128676669689, 0.03567663161291934, 0.3119861984580989, -0.02519399926046463, 0.5369399460327666]",122,0.15625,2100.0,12000.0,1.9699775095520149e-13
"[28280.31587432335, 7.934018195486519, 0.8484732054889443, -0.21089380746917685, 0.024528115958399318, -0.023343039357693548, 0.3873707372132295]","[41032.90784918663, 7.3585243295573335, 0.8533597571976794, -0.11434119808642373, 0.15491746927885197, 0.000983887359452389, 0.5572270460832968]",122,0.1953125,2100.0,12000.0,2.46247923968969e-13
"[26168.626869683652, 7.934018195486519, 0.8200867129655409, -0.13710904670537616, -0.12688504364410635, -0.020481593094845492, 0.37972116400463024]","[43384.388777978515, 7.176123586213073, 0.9041053231024986, -0.2834810124707019, -0.03173009859257066, -0.008559124690641188, 0.5600580639773226]",122,0.234375,2100.0,12000.0,2.954985292579183e-13
"[26788.004282164333, 7.737352294586978, 0.7771495189175565, -0.15144136883364379, -0.08840740872708988, -0.019730905836460685, 0.37663945630839285]","[52311.537810270864, 7.3585243295573335, 0.8614391382039801, 0.0025200057365855066, 0.1556380504888058, -0.028836291442594447, 0.5241361157497215]",122,0.2734375,2100.0,12000.0,3.447496356568478e-13
"[34069.35395989304, 7.934018195486519, 0.7839282674047139, 0.22256653305502194, 0.32921066856360515, -0.032347957148788166, 0.41158709439450747]","[50908.22084739089, 7.3585243295573335, 0.7926965390562628, 0.32338727304786863, 0.16881321818977624, 0.0006829074921689262, 0.5794497719436774]",122,0.3125,2100.0,12000.0,3.940013120171252e-13
"[29570.327888383144, 7.934018195486519, 0.7723705873761746, 0.15883935103521685, 0.16942774776773742, -0.019887057522013515, 0.4118545666335595]","[42534.398251904844, 7.545561285025422, 0.7702955290942272, 0.33677651596322766, 0.07245504854280434, -0.017598860391872095, 0.5872652044608859]",122,0.3515625,2100.0,12000.0,4.432536272066707e-13
"[33248.36666990495, 7.934018195486519, 0.7824937077273048, 0.10757991524731203, 0.10102106049961793, -0.012973844933729394, 0.4200044517093587]","[46528.44235661896, 7.545561285025422, 0.7943864072764604, 0.07922427333669058, 0.22312775246874955, -0.045927588409963235, 0.5134649283059796]",122,0.390625,2100.0,12000.0,4.925066501102635e-13
"[34554.43679619822, 7.934018195486519, 0.7760495241418524, 0.16630297283523854, 0.210056863452813, -0.025596162418801638, 0.4259091298500447]","[38823.511777535634, 6.82477390075695, 0.9016122491729666, -0.31102051963859667, 0.13470973944732478, -0.0021397502294158884, 0.5097979779675915]",122,0.4296875,2100.0,12000.0,5.417604496611211e-13
"[30289.17780771602, 7.545561285025422, 0.7760495239497228, -0.05776602075115189, -0.14597247247511372, -0.023485084907984198, 0.37963467616360363]","[44027.62537685905, 6.82477390075695, 0.8602706197666352, -0.20750177757816024, -0.09108302406702476, 0.0033826785625051914, 0.5312708511630877]",122,0.46875,2100.0,12000.0,5.910150949221389e-13
"[28846.89326526441, 7.545561285025422, 0.8197447694530229, -0.0056670569793491055, -0.2705268622534686, -0.018693021927809448, 0.3830667153550275]","[42592.90591546317, 6.82477390075695, 0.8375778891884195, -0.12983632306654025, 0.04759082226666779, -0.028089378719177015, 0.526136275628297]",122,0.5078125,2100.0,12000.0,6.402706548575015e-13
"[28226.454376283946, 7.545561285025422, 0.8311223616187136, -0.07715640013926572, -0.19579471741719048, -0.024939321698790477, 0.3846680023661978]","[43403.000009093565, 6.172839506172843, 0.8293252288125955, 0.02714832937099576, 0.2203042784532704, -0.01263340264718224, 0.5645166416054155]",122,0.546875,2100.0,12000.0,6.89527198414714e-13
"[25218.759252117332, 7.934018195486519, 0.8960075433217769, -0.15385270843331522, -0.09300962188931669, -0.020115894066351576, 0.38079213590246197]","[40329.394010031225, 7.3585243295573335, 0.8291623050434626, 0.12329008595421964, 0.22414151289867879, -0.012383105359685953, 0.5742780871296863]",122,0.5859375,2100.0,12000.0,7.387847945412813e-13
"[26889.499682883037, 7.545561285025422, 0.851555002126692, -0.09513799852916627, 0.010098449545984907, -0.013005430395941538, 0.3768655004964728]","[45267.13913950307, 7.3585243295573335, 0.8861709584046349, -0.16926469712493075, 0.12687347089754625, -0.023180790733471075, 0.5835461864774021]",122,0.625,2100.0,12000.0,7.880435121847088e-13
"[38453.18455014298, 7.737352294586978, 0.8770196502183287, -0.17162562751492771, -0.06338420044837459, -0.0302046411447526, 0.4313876262371924]","[52109.97816858844, 7.3585243295573335, 0.9292931641589707, -0.33199606018168426, 0.003453869303835273, 0.0019926610976931693, 0.5859621147628264]",122,0.6640625,2100.0,12000.0,8.373034202925016e-13
"[39728.18716003858, 7.934018195486519, 0.8919215712187528, -0.21389439068839167, -0.01492638718973209, -0.02926365922865333, 0.44713262306264195]","[49243.953381446605, 7.3585243295573335, 0.9187752570369756, -0.2511002155518365, -0.05994955207821995, -0.01774502474547134, 0.5855493837381001]",122,0.703125,2100.0,12000.0,8.865645878350592e-13
"[32376.59576796754, 7.934018195486519, 0.8451370791755402, -0.19204414923829294, 0.05916022438608263, -0.01291460179556492, 0.41016515087640537]","[66161.4488598366, 7.3585243295573335, 0.9548482441323503, -0.46312631098618384, 0.07959795340699233, -0.044646977961661866, 0.6439947664695099]",122,0.7421875,2100.0,12000.0,9.358270843725981e-13
"[34408.244616365075, 7.934018195486519, 0.9392808789832421, -0.4320845398831552, -0.033654485571451835, -0.023663903999334636, 0.43168471120931634]","[46473.7112975894, 7.545561285025422, 0.9164101687451243, -0.42272970014835654, 0.04944141984194654, 0.0038118766643791984, 0.5899557151091417]",122,0.78125,2100.0,12000.0,9.850909792884982e-13
"[32256.77538564287, 7.934018195486519, 0.900312842557611, -0.31621346504259984, -0.06147152917905533, -0.026390235836485403, 0.393356719645093]","[40303.29114913273, 9.223550207184072, 0.9329759799987447, -0.5193832419999782, 0.16814237627665274, 0.0011370507156162652, 0.5161132523211593]",122,0.8203125,2100.0,12000.0,1.0343563417488546e-12
"[31266.242625868057, 7.934018195486519, 0.8787017990095201, -0.19024807556048984, 0.006916101317751584, -0.015036893131561743, 0.39783632642704647]","[55901.59714904807, 7.3585243295573335, 0.9210147059795002, -0.32427432990760785, 0.1628226024723532, -0.03859094411714999, 0.5711198132116811]",122,0.859375,2100.0,12000.0,1.0836232409197624e-12
"[33691.06944199036, 7.934018195486519, 0.8790350932290611, -0.1911817609634472, 0.02864526438358638, -0.025844455394665514, 0.41943197298144885]","[52556.22663398372, 7.3585243295573335, 0.8632848034403353, -0.09401369957039174, 0.18218635305677003, -0.0006398356721842298, 0.5955278527505059]",122,0.8984375,2100.0,12000.0,1.1328917459673164e-12
"[32545.632757435214, 7.545561285025422, 0.9188051847595797, -0.30521688722453844, -0.01847053725298679, -0.03055051180715742, 0.41090527885509165]","[46216.82440343894, 7.3585243295573335, 0.8687237296882349, -0.10454383025276526, 0.2690373072878974, -0.0004524305055273512, 0.570389276062589]",122,0.9375,2100.0,12000.0,1.1821619260576118e-12
"[29658.01900479343, 7.545561285025422, 0.8857810896967551, -0.13768915416775274, -0.08008049809767359, -0.011049267721980647, 0.3759969670587969]","[45659.67993108776, 7.3585243295573335, 0.9109390430972317, -0.30002520621679984, 0.1835475702284141, -0.032033401283993485, 0.5455861939420594]",122,0.9765625,2100.0,12000.0,1.2314338503567436e-12
