Horizontal,Vertical,RUL,Time,RPM,Load,Degradation
"[54598.605792285576, 8.13568289637656, 0.7084947640585209, 0.17140641094075226, -0.08264037389280099, -0.007473934285007445, 0.42984854150354884]","[122341.71732922528, 7.3585243295573335, 0.8455548293822746, -0.007418967311877189, 0.17253949083201275, 0.043989221239022686, 0.5294864566434856]",42,0.0,2250.0,11000.0,0.0
"[49669.89581085074, 8.342473455385782, 0.7233869863193223, 0.07738828844673407, 0.03400855988210438, 0.016499537664439883, 0.3686043202319237]","[112321.39046524455, 7.176123586213073, 0.7351095921496824, 0.2885132903590053, 0.1708550236074038, 0.01242791145434888, 0.5159844268312718]",42,0.0390625,2250.0,11000.0,1.7011758581586846e-06
"[51258.99216174151, 8.13568289637656, 0.8077016159842638, 0.05964910761454689, -0.01878963415541137, -0.012682333745774151, 0.4091797600299587]","[126874.56994435088, 7.3585243295573335, 0.7049509433450116, 0.5034454873066458, 0.1353208379589162, -0.034681538019165084, 0.49768177225120175]",42,0.078125,2250.0,11000.0,3.402356305020481e-06
"[62265.82583022861, 8.13568289637656, 0.9222288653173853, -0.33608851472986334, 0.16246109510499013, -0.025745802603473943, 0.4484104738660064]","[122114.63274826015, 7.176123586213073, 0.866692601899117, -0.04617569767814711, 0.1779736250648641, 0.012176883567602798, 0.5749239955101323]",42,0.1171875,2250.0,11000.0,5.103543218429466e-06
"[57600.13126586341, 8.13568289637656, 0.9260008238549116, -0.3530234883459018, 0.11995795788177437, 0.006071426181544128, 0.44747822484546385]","[127781.23338239465, 7.545561285025422, 0.8997290670130837, -0.1767222491876752, 0.08525408244633856, 0.03841851941759649, 0.5602676775971372]",42,0.15625,2250.0,11000.0,6.804738738254819e-06
"[54002.13499157872, 8.13568289637656, 0.8669792449777619, -0.17610732530582895, -0.007647097300544569, 0.00696877054526321, 0.40632196340957044]","[104675.82205265021, 7.545561285025422, 0.8342615553520148, -0.08038253454742117, 0.06236898001003249, -0.007151934753766813, 0.46869619065168083]",42,0.1953125,2250.0,11000.0,8.505944852070706e-06
"[50801.80055259363, 8.13568289637656, 0.9215846454599529, -0.3951942931003356, -0.05980305000155728, -0.023420655334049148, 0.37747927093224615]","[116226.57716072879, 7.545561285025422, 0.9261042253036841, -0.38456880328658327, -0.03293871881165018, -0.02815859026040505, 0.4946388688630924]",42,0.234375,2250.0,11000.0,1.0207163566017803e-05
"[55322.890813438535, 8.13568289637656, 0.9226101590855946, -0.5140077914164456, -0.018578941515262393, -0.01668127178502135, 0.41432398849361923]","[118581.45312166685, 7.73735229458698, 0.9480614704382693, -0.4489329566173934, 0.005087180263830492, 0.029790900591464612, 0.5310331017508848]",42,0.2734375,2250.0,11000.0,1.1908396886533345e-05
"[53659.68319738983, 8.13568289637656, 0.8990990962673266, -0.4204119881037247, -0.07313919359825775, 0.01866607983629341, 0.39538157307132277]","[116481.34705029074, 7.73735229458698, 0.8766819906437633, -0.2859142135420303, 0.09425495587400802, 0.022181443811792666, 0.49897701656577675]",42,0.3125,2250.0,11000.0,1.3609646820513577e-05
"[45841.60878427932, 8.13568289637656, 0.9274501651171496, -0.5393427480214474, 0.02415429497132779, -0.003581095141794373, 0.3866325999239135]","[133869.19927761136, 7.176123586213073, 0.8533409339696731, -0.12382616114911515, 0.08317656134039515, -0.036260573922941734, 0.5225342770391995]",42,0.3515625,2250.0,11000.0,1.5310915375242508e-05
"[59892.7013703642, 8.13568289637656, 0.8412154444552623, -0.4165039034924871, -0.020467413374133103, -0.02803103101684776, 0.4299441745824201]","[132852.8144593021, 7.3585243295573335, 0.8788224980216086, -0.2122035416581376, -0.025942795457751733, -0.0018422237125230226, 0.5960191762859816]",42,0.390625,2250.0,11000.0,1.7012204558619446e-05
"[56684.40530470161, 8.13568289637656, 0.8604337058639691, -0.37494207785588696, -0.09705827847545952, 0.0016537871310432308, 0.42916197256699795]","[149569.26746035236, 7.176123586213073, 0.9444824596238626, -0.35755064047283547, -0.32748684016692814, 0.05123531983820997, 0.6169255311387073]",42,0.4296875,2250.0,11000.0,1.8713516379143108e-05
"[58631.216291295925, 8.13568289637656, 0.9048133774049851, -0.4958468381982968, 0.012820893107393323, 0.01303165164438101, 0.43425882309317687]","[131880.51279132487, 7.73735229458698, 0.8999527660487818, -0.4675681498022146, -0.16000682762611815, 0.012763350468192585, 0.5931148798849032]",42,0.46875,2250.0,11000.0,2.0414852847741746e-05
"[63928.08939647739, 8.13568289637656, 0.9531993056694686, -0.47254040788140506, -0.05289894691779005, -0.015660833193247976, 0.4708389665485299]","[144751.11392574344, 7.545561285025422, 0.8697281916628932, -0.23281954935346771, 0.04871252554813377, -0.04590716211274092, 0.5713049943441632]",42,0.5078125,2250.0,11000.0,2.211621597839251e-05
"[64950.35977227335, 8.342473455385782, 0.927845989411956, -0.38625166134667754, -0.08422138215343052, -0.018866137702908934, 0.4824828459626443]","[136041.89510889052, 7.73735229458698, 0.9416932013022887, -0.3431325311948772, 0.09636657627129684, 0.013191605287134714, 0.6638697288032631]",42,0.546875,2250.0,11000.0,2.381760778144861e-05
"[55556.09673547883, 8.13568289637656, 0.7832521924944054, 0.15598381158465857, -0.12381573280009732, 0.009547593318128888, 0.42915771821501786]","[138361.38755810852, 7.545561285025422, 0.9081696291818717, -0.11433709017914939, 0.14986901396603133, 0.037816937706320046, 0.6236917497365295]",42,0.5859375,2250.0,11000.0,2.5519030267145995e-05
"[47531.2499288348, 8.13568289637656, 0.7430849916614127, 0.09714980906792903, -0.1519038588118249, -1.6712734894337443e-05, 0.3834469273668478]","[119372.36225536914, 7.176123586213073, 0.8885832514321258, -0.1824849470637795, 0.049839897096737085, -0.028853555716452973, 0.5103473045952616]",42,0.625,2250.0,11000.0,2.7220485445720623e-05
"[53272.63864191729, 8.13568289637656, 0.828657166603258, -0.1865785699818625, -0.10586100751838146, -0.026405618806700233, 0.3878402704316317]","[131364.88202824414, 7.73735229458698, 0.9697848144212593, -0.38457059215550693, 0.2559714339551005, -0.014822354186679277, 0.608202024424596]",42,0.6640625,2250.0,11000.0,2.892197532740844e-05
"[57124.66591608131, 8.13568289637656, 0.9038141916532054, -0.11751876701995245, -0.0868826674048683, -0.00942552772178653, 0.4393848892795589]","[143470.0553010108, 7.73735229458698, 0.9842715446980386, -0.619741909362514, 0.17554932934390227, 0.040975322833822686, 0.6610908908927499]",42,0.703125,2250.0,11000.0,3.06235019224454e-05
"[58796.61644925919, 8.13568289637656, 0.8544028562383625, 0.04631466023747555, -0.1452422184205966, 0.014918917554260223, 0.4395485170606542]","[131270.13732797062, 7.73735229458698, 0.9440639762203664, -0.3968306835437465, 0.02467389613505227, 0.022116778427233343, 0.5937616717162543]",42,0.7421875,2250.0,11000.0,3.232506724108536e-05
"[55776.19323207316, 8.342473455385782, 0.8887608600365116, -0.2875210585562247, -0.1067959921095271, -0.007699423477423229, 0.4433893233841964]","[133022.32460078542, 7.934018195486519, 0.9661370428847564, -0.5290963221673035, -0.014217247822136335, -0.03557390927880183, 0.513575869835858]",42,0.78125,2250.0,11000.0,3.4026673309579046e-05
"[64836.28491954375, 8.13568289637656, 0.9332911141710603, -0.40076921258059084, -0.04974396915713484, -0.025022209511903575, 0.457907400549501]","[111900.17442613306, 7.934018195486519, 0.7777527279285242, 0.07447940235178052, 0.1641205832831152, 0.0007858808302068638, 0.5286417900365977]",42,0.8203125,2250.0,11000.0,3.5728322156958405e-05
"[52367.575749371084, 8.554520160171574, 0.8525153284478635, -0.13117139255035326, -0.029148254768016107, 0.007828445744932827, 0.40317804187712536]","[132665.3352040963, 7.934018195486519, 0.8333003258300941, -0.05272594366853767, -0.018229762610602145, 0.042410849964318015, 0.5658980151883094]",42,0.859375,2250.0,11000.0,3.7430015800536104e-05
"[51808.25401239132, 8.554520160171574, 0.7922689589163683, -0.11723011327899924, 0.1136562320460425, 0.00819532152289858, 0.4017249895635311]","[130009.11640220965, 7.73735229458698, 0.8365347154492933, -0.29731008993928665, 0.03355665071594799, -0.008508036228384974, 0.5532526788289857]",42,0.8984375,2250.0,11000.0,3.913175625762487e-05
"[58008.20167361799, 8.342473455385782, 0.7772523161414487, -0.039690168747457566, 0.08845157749966026, -0.02281761951683563, 0.41953322561364503]","[136737.98901450748, 7.73735229458698, 0.851363354446947, -0.09138342950768097, 0.2641192841820651, -0.032530515202123404, 0.5678804389783009]",42,0.9375,2250.0,11000.0,4.0833545545537395e-05
"[51292.08943912114, 8.554520160171574, 0.7972013047788471, -0.2254770924502325, 0.03873019180350734, -0.01454329570240504, 0.3800384693667244]","[122382.20763573947, 6.655603592023404, 0.8709510900619402, -0.2995339442393714, 0.09584277508033191, 0.03115935768661467, 0.5881192364923583]",42,0.9765625,2250.0,11000.0,4.253538568158638e-05
"[49237.58810963722, 8.13568289637656, 0.8470376455801977, -0.05745327065179895, 0.04057984383229272, 0.014122064822821287, 0.3562668401820971]","[119411.68703545869, 6.655603592023404, 0.8680011615356624, -0.22060709176329052, -0.04143690812597328, 0.03440759208866684, 0.5410076392992165]",42,1.015625,2250.0,11000.0,4.423727868308452e-05
"[49426.59603873363, 8.13568289637656, 0.7932917999780776, 0.12302619333406106, -0.09117503870082375, -0.0018228837666242085, 0.386765935496564]","[120883.50065750482, 6.82477390075695, 0.9127725664151625, -0.3703935665564111, -0.051258820676524396, -0.0403137154654517, 0.5046767102977348]",42,1.0546875,2250.0,11000.0,4.5939226568666066e-05
"[72671.52013590474, 8.342473455385782, 0.9150109140741838, -0.18431109996384842, 0.10588599028302555, -0.028938210322804112, 0.5020796814591005]","[114227.17328818662, 7.3585243295573335, 0.7048095869642285, 0.5429414660564738, 0.2059237395473721, -0.01319752299896384, 0.5860112281732688]",42,1.09375,2250.0,11000.0,4.764123138482597e-05
"[80214.14311910393, 8.342473455385782, 1.029384499409129, -0.7431988554447329, 0.07440710903925547, -0.0038186366126877333, 0.573136214722883]","[143978.64922725642, 7.545561285025422, 0.7495341324736334, 0.39753413396811066, 0.23022845504867281, 0.04788219088943127, 0.6295531851843457]",42,1.1328125,2250.0,11000.0,4.9343295169369386e-05
"[67435.18319708023, 8.342473455385782, 0.9510658277492512, -0.4268022365330921, 0.014281326471554086, 0.016613243469513733, 0.4754740043339515]","[128439.95189365072, 7.934018195486519, 0.8075209365883282, 0.13654109394868152, 0.2704284057475637, 0.009980896751186429, 0.5552380194050921]",42,1.171875,2250.0,11000.0,5.104541995095197e-05
"[48869.507312740265, 8.554520160171574, 0.7832513944171094, -0.2159499086726222, 0.04763989992030967, -0.011173451988218354, 0.3793531194109008]","[139749.4812142952, 7.934018195486519, 0.95881376740467, -0.4089760672639824, 0.12013004651012608, -0.041754100121433026, 0.5190884273815207]",42,1.2109375,2250.0,11000.0,5.2747607758229365e-05
"[48708.55511853601, 8.554520160171574, 0.8132886036053666, -0.22217452419898454, -0.0011531686446016882, -0.022083591774856696, 0.36508901546584027]","[106929.75885072513, 7.934018195486519, 0.8799505375670185, -0.3012418322264443, 0.04916568171548488, 0.0132889438237901, 0.4927026705439518]",42,1.25,2250.0,11000.0,5.44498606198572e-05
