Horizontal,Vertical,RUL,Time,RPM,Load,Degradation
"[47544.81994370541, 8.342473455385782, 0.7859612406484693, 0.04030821955900521, 0.07273356119084856, -0.02055125642981438, 0.4485044062535065]","[988619.7873723421, 8.13568289637656, 0.8787689336222582, -0.2981820247934799, -0.0809520063979158, -0.3843119818942668, 0.7035712228364438]",114,0.0,2400.0,10000.0,0.0
"[55913.643901602176, 8.342473455385782, 0.7762350335576513, 0.10951924415451675, 0.09074999592413234, -0.019382836811410682, 0.49799068294932947]","[895972.5569682708, 7.73735229458698, 0.8719613877005576, -0.21149542000508426, 0.05536843471046753, -0.3607732259059106, 0.6416378201299233]",114,0.0390625,2400.0,10000.0,1.1181090686334093e-13
"[63270.27449327853, 8.342473455385782, 0.7619459621573691, 0.1566480768308094, 0.014266167595253327, 0.0036935058640378015, 0.5173497447054706]","[775038.8109261062, 7.73735229458698, 0.9438237602769171, -0.41262338286632794, 0.02735544010914651, -0.2811538339649922, 0.6594041870904624]",114,0.078125,2400.0,10000.0,2.2362206050883991e-13
"[54780.74575133288, 7.176123586213073, 0.6579039205236159, 0.4476124499128984, -0.14423136146696594, 0.0024933286183139217, 0.48384723797213025]","[775142.0500214284, 7.73735229458698, 0.9334639067040187, -0.4387049674252297, -0.12266960147154096, -0.27088543610604365, 0.7089337902726821]",114,0.1171875,2400.0,10000.0,3.3543356161644287e-13
"[52475.7083856385, 7.934018195486519, 0.7682355503948279, 0.28882994615735713, -0.024559594699028017, -0.004743990995087618, 0.49307575676452275]","[898431.5753529918, 7.73735229458698, 0.8385003318943255, -0.13070403261583907, -0.18322910963259498, -0.36665713186409554, 0.690643223426851]",114,0.15625,2400.0,10000.0,4.4724552588079425e-13
"[53975.11509414012, 8.771956610007313, 0.7870718889388507, 0.11268851570714888, -0.05250872622214225, -0.020247427186006743, 0.5002351677091131]","[913829.0066094322, 7.934018195486519, 0.8025791806068456, -0.07620404771612765, -0.012221978153800458, -0.384666798473298, 0.677551542149301]",114,0.1953125,2400.0,10000.0,5.59058059908263e-13
"[61603.051577901846, 7.73735229458698, 0.7923971167961621, 0.070836089012833, -0.07848687712057385, -0.02060832522036205, 0.5236437777617102]","[751084.9427100312, 8.13568289637656, 0.8760484466855245, -0.06642699319069978, 0.2441795043571609, -0.30028646364835615, 0.7598114677899529]",114,0.234375,2400.0,10000.0,6.708712715803996e-13
"[58370.6360822029, 7.73735229458698, 0.8244387186798657, -0.0031451832673545788, 0.011943260497425653, 0.0009553041916854195, 0.5209665858512951]","[710760.3476512494, 7.934018195486519, 0.8906040421447572, -0.17380959097652582, 0.16791461227667334, -0.262420546900052, 0.7938400094184896]",114,0.2734375,2400.0,10000.0,7.826852688072219e-13
"[45908.82525082542, 7.73735229458698, 0.8276453627258942, 0.016516154052341303, 0.011875633956962941, 0.0018400223224802215, 0.4658110251522586]","[757393.8535324726, 8.13568289637656, 0.8658946354271586, -0.035520601040013755, 0.25625408798957955, -0.3167925031131505, 0.7293157554867966]",114,0.3125,2400.0,10000.0,8.94500159513465e-13
"[52241.997447522415, 8.13568289637656, 0.7325595980425113, 0.6242470332633632, 0.23899475209778953, -0.01255531941881595, 0.4921093540006209]","[869758.2960902655, 8.13568289637656, 0.8286416732892438, 0.1501918069706214, 0.20571098874187066, -0.35991357723223866, 0.6935021938640128]",114,0.3515625,2400.0,10000.0,1.0063160516538505e-12
