Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load,Degradation_monotonic
"[59911.35924209459, 32.53418043238795, 0.7641165314259176, 0.005244814880754678, -0.17926382299204738, -0.014532, 0.5725304070318012]","[24126.500183556174, 32.53418043238795, 0.7031615501581707, 0.19750702917856922, -0.06619192699632688, -0.0038479999999999977, 0.4490773707235759]",0.0,109.95399999999997,0.0,1800.0,4000.0,0.0
"[58127.61598932403, 30.429244122173564, 0.7997602173126155, 0.08675464707862002, -0.23977010753491096, -0.015335000000000007, 0.555734845744803]","[25385.42437273368, 32.53418043238795, 0.7055286076684473, 0.1123591266900057, 0.04804430939348309, -0.000409999999999997, 0.42815344433976005]",0.03906,109.95399999999997,3.663838974157151e-07,1800.0,4000.0,0.00022376655046754126
"[51449.44522905571, 30.429244122173564, 0.7360858832890147, 0.9543642707661921, -0.3660194925651795, 0.005058999999999999, 0.5169349412827497]","[22153.328053762965, 29.10216911179048, 0.6887543463321057, 0.31142704992650216, 0.03742092260580169, -0.009622999999999998, 0.40256985340559215]",0.07812,109.95399999999997,7.327678734808056e-07,1800.0,4000.0,0.00044753336314489687
"[52016.203237561094, 30.429244122173564, 0.7518091138124176, 1.1027395538470524, -0.38986956237139325, 0.010547999999999995, 0.5057753391536601]","[21327.047712066036, 30.429244122173564, 0.801081932970966, 0.1914145754415988, 0.10159674349454251, -0.005393999999999999, 0.39539491241542296]",0.11719,109.95399999999997,1.099245761981178e-06,1800.0,4000.0,0.0006713577261035531
"[35547.66966534729, 30.429244122173564, 0.8328060683979746, 0.17971923083350605, -0.19773122759313408, 0.015412000000000002, 0.4840415129469785]","[21213.166772865494, 30.429244122173564, 0.7411006444871224, 0.3795823094756785, -0.009065387629664759, -0.0030330000000000027, 0.4142790821547716]",0.15625,109.95399999999997,1.4656300008442718e-06,1800.0,4000.0,0.0008951250632685883
"[34893.6103764753, 31.81683448714817, 0.7647558173382176, 0.34543166886338383, -0.25529795261553306, -0.00010899999999999998, 0.4973835090943406]","[21532.479777859924, 32.53418043238795, 0.7290867344782987, 0.5938883468730372, -0.19135156326787803, -0.004124999999999999, 0.424131021472139]",0.19531,109.95399999999997,1.832014411032036e-06,1800.0,4000.0,0.0011188926626443595
"[45648.03254166524, 32.53418043238795, 0.7257703474774011, 0.2678642516065777, -0.1679540055231669, -0.0007459999999999986, 0.5568217789239209]","[23584.199627777096, 32.53418043238795, 0.7449544119235192, 0.3969821458813918, -0.06662288878836141, -0.0016080000000000003, 0.44069891347267925]",0.23438,109.95399999999997,2.198492831775982e-06,1800.0,4000.0,0.0013427178125037613
"[50761.42830872153, 32.53418043238795, 0.7413519039495888, 0.19825842425845286, -0.06731237331720406, 0.013139999999999999, 0.5437349321130656]","[23513.867120284613, 32.53418043238795, 0.6472746172350928, 0.3975178947752269, -0.0017333093555929277, -0.007392999999999999, 0.4364495899310709]",0.27344,109.95399999999997,2.564877698640162e-06,1800.0,4000.0,0.0015664859363690564
"[45170.852656090094, 34.78472525171509, 0.7174019192235401, 0.014602113638735315, 0.035105060193219864, 0.0011279999999999975, 0.4814952913746925]","[24235.54051427881, 34.78472525171509, 0.6376974861371557, 0.18597613186602313, -0.039381937521954624, -0.002926999999999997, 0.4303514652827384]",0.3125,109.95399999999997,2.931262848550461e-06,1800.0,4000.0,0.001790254322446009
"[42072.80288437677, 30.429244122173564, 0.8641957984836091, -0.17776222556003107, 0.048776294781291536, -0.010110000000000001, 0.4763117423494827]","[23802.60822336577, 35.568985597466224, 0.7861556646031315, -0.014692176526009071, 0.0828356707537783, 0.002126000000000001, 0.42193249000758404]",0.35156,109.95399999999997,3.297648317995188e-06,1800.0,4000.0,0.0020140229707349263
"[53865.07602195521, 30.429244122173564, 0.8708941429969281, -0.22159397832600014, -0.08906788113235706, -0.0016110000000000007, 0.5676720000836751]","[26295.538587676245, 30.429244122173564, 0.68167828926553, 0.06973121687329087, 0.038830938297958, -0.007174999999999995, 0.4429924676278368]",0.39062,109.95399999999997,3.664034143462655e-06,1800.0,4000.0,0.0022377918812361165
"[63845.23467160203, 31.81683448714817, 0.788525507936885, 0.07011923223636973, 0.08809547460324192, 0.004212999999999993, 0.570617806969779]","[29511.736817118617, 31.81683448714817, 0.7542090136501531, -0.06429812663587287, 0.08568592069772024, -0.0006189999999999989, 0.46665402798968747]",0.42969,109.95399999999997,4.030514162369601e-06,1800.0,4000.0,0.0024616183425581434
"[46799.88095061547, 31.81683448714817, 0.8367082019246497, 0.2433417178916253, 0.3638188718153264, 0.00018799999999999617, 0.5164486466784476]","[24681.906968292293, 31.81683448714817, 0.7923535879071906, -0.03334651175374237, 0.0661603678247386, 0.005253000000000004, 0.4394730241903364]",0.46875,109.95399999999997,4.39690080946198e-06,1800.0,4000.0,0.00268538777755193
"[45925.56314133322, 33.267699740359916, 0.8194853286228599, 0.037752394642212916, 0.15624667963966732, -0.010185000000000003, 0.5173980196860054]","[24294.994169706417, 30.429244122173564, 0.8446344462276631, -0.08954098273782662, -0.06133227831744921, 0.007418999999999999, 0.43296353361339796]",0.50781,109.95399999999997,4.763287922051369e-06,1800.0,4000.0,0.002909157474758911
"[53214.139933668375, 33.267699740359916, 0.7366335050131789, 0.2911261346276306, -0.058820035880818036, -0.004968, 0.5088392702769707]","[30716.255730473247, 33.267699740359916, 0.6287634678445377, 0.5204458968311512, -0.03560568891018315, 0.001131000000000002, 0.46918787477832374]",0.54688,109.95399999999997,5.12976933792608e-06,1800.0,4000.0,0.0031329847229890607
"[44106.32007011086, 33.267699740359916, 0.734537552585103, 0.3478992066353448, -0.1434489602671751, 0.013347999999999999, 0.48960566877437195]","[32121.495215776977, 21.779486287708007, 0.5950465747144762, 0.6709011293568881, 0.013802524839873216, -0.014538999999999995, 0.5032627529223677]",0.58594,109.95399999999997,5.496157491116953e-06,1800.0,4000.0,0.003356754944690482
"[38174.5614587193, 31.81683448714817, 0.8056876470687175, 0.023627899298156674, -0.056521591790764, 0.019833, 0.5302950509961412]","[30308.65368000835, 31.81683448714817, 0.6340411362382389, 0.5107489255704545, -0.035687100631528204, -0.006072999999999999, 0.4955118501822131]",0.625,109.95399999999997,5.862546219188698e-06,1800.0,4000.0,0.00358052542860602
"[41236.53059573427, 32.53418043238795, 0.8679594997238157, -0.14140364268458683, 0.05863953540353318, 0.030128999999999996, 0.5567162476154257]","[27693.3043107849, 32.53418043238795, 0.706858096123696, 0.18300583576212448, -0.08116895879275726, -0.006837999999999999, 0.4824094067863934]",0.66406,109.95399999999997,6.228935551855274e-06,1800.0,4000.0,0.0038042961747359804
"[36226.96355334875, 32.53418043238795, 0.842541806403521, -0.010535159933962035, 0.05389824143260636, 0.020149, 0.5193510092403788]","[26326.28249332354, 32.53418043238795, 0.836692236712246, -0.12475174377302833, 0.07581658316116888, -0.013420000000000001, 0.4669387942760807]",0.70312,109.95399999999997,6.595325520184912e-06,1800.0,4000.0,0.004028067183080671
"[32908.43280438323, 31.81683448714817, 0.8358688951758688, -0.10666936183889941, -0.09953427928836008, 0.010434, 0.5119039007899823]","[24711.268207667894, 35.568985597466224, 0.8888533720061116, -0.13534849522314474, 0.15678257928229378, -0.004516000000000002, 0.4535239373439951]",0.74219,109.95399999999997,6.961809961063653e-06,1800.0,4000.0,0.004251895742785741
"[43961.81147076395, 31.81683448714817, 0.8239838837214819, 0.03654853382012302, 0.08032630596499289, 0.015521999999999998, 0.49444420060912836]","[26279.002376014247, 37.19095101694245, 0.6422381775870484, 0.17435981851548155, -0.022263284246793188, -0.0001520000000000019, 0.4591447297922519]",0.78125,109.95399999999997,7.328201305275533e-06,1800.0,4000.0,0.004475667275627946
"[45381.55308789823, 33.267699740359916, 0.8811182910770938, 0.03893627140464151, 0.11270988097309366, -0.0069069999999999965, 0.4923898946475242]","[28844.68463379528, 33.267699740359916, 0.6537371045914564, 0.19967757687937526, -0.06694933758234331, 0.003485000000000001, 0.47306479236464005]",0.82031,109.95399999999997,7.694593389530488e-06,1800.0,4000.0,0.004699439070685803
"[46532.05640511812, 33.267699740359916, 0.9353249886897623, -0.29970211376591394, 0.052080439923696084, -0.002645999999999999, 0.5088045761232892]","[28036.46095535754, 33.267699740359916, 0.7058964621223076, 0.19929360398828466, -0.011816648208565707, 0.0017010000000000011, 0.4693786974277806]",0.85938,109.95399999999997,8.061080051296361e-06,1800.0,4000.0,0.004923268417306373
"[46221.42197384566, 34.01775705752766, 0.8099677378100378, -0.19818280583924075, -0.03482499363832421, 0.010611, 0.49068190070451956]","[24969.46829030814, 34.01775705752766, 0.6739168808599986, 0.14770748439246484, -0.027302477896260786, -0.0033620000000000004, 0.44817282264322994]",0.89844,109.95399999999997,8.427473720220312e-06,1800.0,4000.0,0.005147040736863588
"[38943.980202419625, 30.429244122173564, 0.7906919374811616, 0.15475562121297992, -0.16474086643631827, 0.0036159999999999986, 0.4470228031588545]","[23139.96025732499, 34.78472525171509, 0.7841675885908668, -0.005968200981623983, -0.06080692996810048, -0.001446000000000002, 0.4421997117638138]",0.9375,109.95399999999997,8.793868233567355e-06,1800.0,4000.0,0.005370813318637379
"[27128.860749384952, 30.429244122173564, 0.9201550163326901, -0.3212507838778813, -0.07005020926383161, 0.009975999999999997, 0.46073729762631543]","[24058.447521726906, 33.267699740359916, 0.739789074664824, 0.14164929509679913, 0.03343406262763197, 0.006967, 0.45451795554301266]",0.97656,109.95399999999997,9.16026362612786e-06,1800.0,4000.0,0.0055945861626280485
"[34253.99292422673, 30.429244122173564, 0.953363037161618, -0.560272926238476, -0.002937587825775563, 0.015426999999999998, 0.48793690644488047]","[25929.57559631979, 30.429244122173564, 0.7800819342982326, 0.10863689640214425, 0.03864337510730406, 0.008612999999999999, 0.46033272448414964]",1.01562,109.95399999999997,9.526659932692196e-06,1800.0,4000.0,0.00581835926883591
"[44093.25972563521, 32.53418043238795, 0.8001579284107938, -0.27363145347132356, 0.06070250873307408, -0.002463000000000003, 0.5183518425075772]","[31111.259322570757, 32.53418043238795, 0.7422587702103668, 0.13758607932731515, -0.06783452058858253, 0.008463000000000002, 0.4760352283508018]",1.05469,109.95399999999997,9.893150991875998e-06,1800.0,4000.0,0.006042189926943694
"[36321.05432566954, 32.53418043238795, 0.7840432343228588, -0.14388841709583078, 4.646518647195098e-05, 0.0021240000000000005, 0.5111041230747411]","[29374.068857460024, 32.53418043238795, 0.7480537989581418, 0.08631784044748114, 0.0319503803241596, 0.008535999999999998, 0.4754661299230472]",1.09375,109.95399999999997,1.0259549231075378e-05,1800.0,4000.0,0.006265963557653984
"[32728.68831593906, 32.53418043238795, 0.7646457855210452, -0.05302170553480101, -0.03380793394095107, 0.002648000000000005, 0.49818269750765126]","[26008.76043907224, 35.568985597466224, 0.7517212700822823, 0.18764487249922412, 0.12387478335751223, 0.005228, 0.45852518798425895]",1.13281,109.95399999999997,1.062594848889233e-05,1800.0,4000.0,0.006489737450582383
"[38460.19319394364, 30.429244122173564, 0.8044599967897212, -0.17665794153575787, 0.039521755597820694, -0.009665000000000003, 0.5177192856896486]","[27037.356931058646, 21.299270527843998, 0.6866187785359683, 0.29255916140269367, -0.11585928425308328, -0.007918999999999999, 0.48124871162321053]",1.17188,109.95399999999997,1.0992442605101655e-05,1800.0,4000.0,0.006713568895613044
"[38039.416285197134, 31.81683448714817, 0.8457169104235416, -0.2564164650304517, 0.07716050805518161, -0.008599, 0.49680179166242944]","[28279.805264192888, 21.779486287708007, 0.7453305243107327, 0.2163044457307648, -0.14731417867539812, -0.018601999999999997, 0.47662661444363347]",1.21094,109.95399999999997,1.1358844005621174e-05,1800.0,4000.0,0.006937343313045721
"[35598.80443490372, 31.81683448714817, 0.8684325313684931, -0.2260531971845845, 0.0116209764130955, -0.014311, 0.5305522389727518]","[26028.039273735605, 35.568985597466224, 0.7294911077117644, 0.12490427433126294, 0.005451669855761336, -0.019177999999999997, 0.4665080838699368]",1.25,109.95399999999997,1.1725246529673309e-05,1800.0,4000.0,0.00716111799269743
"[43818.044860375405, 31.81683448714817, 0.9077927217355213, -0.26982027763475225, -0.05499284193186039, -0.014876000000000002, 0.5600614382583396]","[28741.527156285654, 31.81683448714817, 0.8294281322795063, 0.012146563496192364, -0.0005523568583139403, -0.019857, 0.48285942524817715]",1.28906,109.95399999999997,1.209165021213356e-05,1800.0,4000.0,0.00738489293456848
"[47732.10972228331, 31.81683448714817, 0.7403513770447223, 0.06814954934684714, -0.0054930903477296645, -0.020853, 0.5465348089472436]","[29049.9699583157, 31.81683448714817, 0.775516345193381, 0.22475607945409992, -0.030579310997938244, -0.016205999999999995, 0.47412205977364097]",1.32812,109.95399999999997,1.2458055087877448e-05,1800.0,4000.0,0.007608668138659174
"[47354.30698740637, 29.10216911179048, 0.6205856492331487, 0.5235121497636319, 0.028687959879609766, -0.015170999999999999, 0.4776439864156148]","[24383.58990199914, 22.270529046352106, 0.7274408858261383, 0.38783453305596494, 0.025590875909304166, -0.014057999999999996, 0.43678716171151366]",1.36719,109.95399999999997,1.2824554997906891e-05,1800.0,4000.0,0.007832500895189347
"[37923.48172994083, 31.81683448714817, 0.6989476495076385, 0.329695434775068, 0.09280479350210619, -0.0018260000000000023, 0.40871153118550496]","[25327.87514437337, 22.772642910514104, 0.7734075049994803, 0.21785587022039232, 0.09260103976601043, -0.016457999999999997, 0.423265418190525]",1.40625,109.95399999999997,1.31909623651724e-05,1800.0,4000.0,0.008056276623787393
"[42432.553994586255, 31.115305298264754, 0.6326815370777936, 0.36590186962561644, -0.01999250638260053, 0.006799999999999998, 0.432021247162683]","[21440.825294088998, 35.568985597466224, 0.7715602550352658, 0.3401212695441207, 0.01759101171307369, -0.010834999999999997, 0.42189213523719543]",1.44531,109.95399999999997,1.3557371030357e-05,1800.0,4000.0,0.008280052614606006
"[42042.790369127644, 31.115305298264754, 0.729738819470521, 0.3295272437174419, -0.04889578794530765, -0.006754, 0.4158828218188388]","[21296.21839774134, 22.270529046352106, 0.7700815410007544, 0.23141329844472924, -0.07908715483188782, -0.004341999999999997, 0.39711406552274126]",1.48438,109.95399999999997,1.3923874835472965e-05,1800.0,4000.0,0.008503886158066432
"[40953.53145283061, 31.81683448714817, 0.6328837734036731, 0.5129084287907477, 0.20397523174396992, -0.008110000000000004, 0.39747721179962]","[21764.632732337384, 37.19095101694245, 0.808946819485006, -0.04070878790826615, -0.1230925948113132, -0.0012109999999999968, 0.39813981021621037]",1.52344,109.95399999999997,1.4290286201476896e-05,1800.0,4000.0,0.008727662673394237
"[32230.56267896132, 31.81683448714817, 0.7150205894266459, 0.23937835127297147, 0.15448046146288077, -0.0012670000000000038, 0.4057207632239198]","[22398.329263510932, 38.02946240066889, 0.8498517724069912, -0.16570182193961536, -0.06571488439641929, 0.004915999999999999, 0.41730375141376336]",1.5625,109.95399999999997,1.465669897003538e-05,1800.0,4000.0,0.008951439450943535
