Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load,Degradation_monotonic
"[34407.97807407717, 31.81683448714817, 0.7837421827692383, 0.4507948001528188, -0.27862343739180784, -0.0050999999999999995, 0.4469920424347619]","[10857.0480618098, 27.832970270664607, 0.617826178384329, 0.29232791262550695, 0.07432783539064466, 0.004579999999999998, 0.2542547808793376]",0.0,112.374,0.0,1650.0,4200.0,0.0
"[34330.95004782603, 31.81683448714817, 0.8047350069336676, 0.06526855070747661, -0.14801749477011766, -0.008123999999999998, 0.43099611207527155]","[10459.506914160851, 22.270529046352106, 0.7180260903957794, 0.198530750622544, 0.035992690922904774, 0.000648000000000001, 0.2552316361582161]",0.03906,112.374,8.326125866106874e-12,1650.0,4200.0,9.933895610527361e-05
"[30347.585772152885, 33.267699740359916, 0.7622085674077821, 0.39035568900999307, -0.23614971616182842, -0.004869999999999999, 0.406341842664523]","[9472.693383319473, 48.599534553969654, 0.7457372541065481, 0.1867727498355083, 0.16227065777028626, 0.001589999999999998, 0.24313304156366736]",0.07812,112.374,1.665225353821484e-11,1650.0,4200.0,0.00019867802861601137
"[32153.497891105268, 32.53418043238795, 0.6534337276810805, 0.6349454224255577, -0.19601520778320594, -0.0009059999999999997, 0.4103502396295145]","[9371.764302479387, 23.286077490589925, 0.7020344511760804, 0.13651492742025795, 0.11788279365901598, 0.0003929999999999998, 0.24901902849180022]",0.11719,112.374,2.4980515410332757e-11,1650.0,4200.0,0.0002980426500072943
"[25927.240419511087, 32.53418043238795, 0.7521664081456079, 0.27138936890029886, -0.08448131137802958, -0.00016999999999999993, 0.4061082849438066]","[11634.964833754333, 23.286077490589925, 0.7829337908609715, -0.12233985046981832, 0.029602283554161623, -0.004311999999999999, 0.25740013724938066]",0.15625,112.374,3.330664911698514e-11,1650.0,4200.0,0.00039738195535917104
"[23324.342363305273, 29.758309904755187, 0.3703658289330424, 3.6667819332032154, -0.6282723085377702, 0.004818, 0.46747011762892393]","[11425.77083528769, 22.772642910514104, 0.7753864414880232, 0.07057204827200048, 0.13303470083692007, -0.0032589999999999993, 0.26053422408390037]",0.19531,112.374,4.1632786757685946e-11,1650.0,4200.0,0.0004967213771169211
"[26694.21998302148, 26.032198621733908, 0.393414472145202, 3.35691968806944, -0.5273469942289574, -0.009209000000000002, 0.4767675904662564]","[10741.684697992834, 26.032198621733908, 0.705933953257812, 0.16468402974114893, 0.11663230509874387, -6.0999999999999945e-05, 0.26312292047444286]",0.23438,112.374,4.9961060851478325e-11,1650.0,4200.0,0.0005960863478450386
"[27822.39357078188, 31.81683448714817, 0.5889930737593194, 2.336962566880569, -0.46412741821073367, -0.003206999999999999, 0.4596182395760638]","[11497.083465716176, 26.032198621733908, 0.6414068088602605, 0.4429800404030817, 0.13478375552615596, 0.00019699999999999918, 0.26597020169748337]",0.27344,112.374,5.828720897861416e-11,1650.0,4200.0,0.0006954260024447463
"[25361.518418832256, 31.81683448714817, 0.606831033592532, 2.352457807114436, -0.504052336153379, 0.0022839999999999987, 0.46828846595234436]","[10506.979521395118, 24.34793550567121, 0.6107651864640438, 0.40823054618367927, 0.07777417388220106, -0.0018939999999999983, 0.2600587602139178]",0.3125,112.374,6.661336360519924e-11,1650.0,4200.0,0.0007947657734507365
"[24769.349891152426, 32.53418043238795, 0.6877484202422364, 1.7612652578451238, -0.5231284317604524, 0.006974000000000001, 0.4450300499112391]","[9625.825461348055, 26.032198621733908, 0.8181412957380665, -0.025362671467724418, -0.014970889933040774, -0.00744, 0.2511784075114738]",0.35156,112.374,7.493952556909719e-11,1650.0,4200.0,0.0008941056608631455
