Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load,Degradation_monotonic
"[19729.576399676294, 39.76362692347015, 0.6128694550641951, 0.817495604175229, 0.09067299259814746, -0.0018059999999999984, 0.296223389292608]","[12820.841644190294, 22.270529046352106, 0.8329237394751022, 0.025999623930158755, -0.042585623080795956, -0.0019229999999999983, 0.29387238228693763]",0.0,68.87533400000001,0.0,1500.0,5000.0,0.0
"[15436.199281242358, 22.270529046352106, 0.6099153802677568, 0.5438141040588156, 0.13355146393882855, 0.002072, 0.2945610748486636]","[11658.10807037924, 21.299270527843998, 0.7964754569259289, 0.07854194747569565, -0.15555816166481315, -0.009455999999999997, 0.28321421938878705]",0.03906,72.888236,0.0002068508836787,1500.0,5000.0,0.0014965988100607863
"[17389.984639589675, 20.829643042330236, 0.8860305630818168, -0.303146008977365, -0.008140338650193197, 0.0031110000000000005, 0.26747508795960795]","[12904.230347540804, 28.460495563154176, 0.8634248774619793, -0.0530552157428823, -0.1463425595695434, -0.009002000000000003, 0.2951754325752738]",0.07812,76.186114,0.0004102495102501,1500.0,5000.0,0.002841259901430108
"[15770.667578026772, 20.829643042330236, 0.777891876645358, 0.04246047753790272, -0.1662552355531668, 0.0037569999999999943, 0.29217712427738074]","[14405.11683149283, 20.829643042330236, 0.7599215145024423, 0.0729373058072631, 0.0363176773707701, -0.009223999999999996, 0.3057365791396247]",0.11719,79.08899799999999,0.000611011421521,1500.0,5000.0,0.0040738454612477895
"[21958.487723409184, 38.88687895679381, 0.7697415695643803, 0.34442462062951185, -0.16837914517895192, -0.0028359999999999987, 0.3143276747345038]","[15235.657053057186, 20.829643042330236, 0.769136437921071, 0.2770644465456753, 0.1517104069720672, 0.001020000000000004, 0.31716331692047867]",0.15625,81.57989,0.0008095418725404,1500.0,5000.0,0.005222784788620834
"[18629.651530473344, 39.76362692347015, 0.7448498207485512, 0.19740932296415936, -0.009935962737817241, -0.019033, 0.3129421478660233]","[13828.928865643447, 24.34793550567121, 0.7715656484136, 0.13483641066119345, 0.10163717396199043, -0.0019140000000000006, 0.30906520445368807]",0.19531,83.59405199999999,0.0010063523765642,1500.0,5000.0,0.006306184232787465
"[14651.276454322451, 20.370370370370363, 0.7996371650519716, 0.044509078799129576, -0.007472042559916375, -0.01482, 0.3095075759977452]","[13452.581095526933, 26.6191235131627, 0.7345652102524493, 0.07888260720194351, 0.014790047803668962, -0.003750999999999998, 0.30852762761055935]",0.23438,85.103198,0.001201926386115,1500.0,5000.0,0.007333807246303934
"[17245.947734306024, 38.88687895679381, 0.7834382494235684, 0.1335730157338908, -0.0018194137573943484, -0.014027000000000001, 0.30664952025235587]","[14150.484632950327, 22.270529046352106, 0.5108913864917618, 0.7869599005266554, 0.02265426211192323, -0.0004739999999999984, 0.31967407671564485]",0.27344,86.339644,0.0013964814338976,1500.0,5000.0,0.008313164924915229
"[14233.852122966038, 38.88687895679381, 0.8166620291986842, -0.0978161470810961, -0.00717025016809897, -0.013840000000000002, 0.307385807089397]","[14293.935004380039, 24.89688681058519, 0.48095347725384957, 0.5961920515091688, -0.12618629073256857, 0.004135000000000001, 0.309648821691606]",0.3125,87.648234,0.001590164143732,1500.0,5000.0,0.009251091047440273
"[17194.123633772397, 41.57687030782511, 0.8414957215298691, -0.036520768458114805, -0.07103764578876333, -0.018427, 0.3061187884972107]","[13149.728349764666, 27.21928127950858, 0.7966593780786821, -0.03169245793302444, -0.06797470944465549, 0.0011069999999999993, 0.295796202732557]",0.35156,89.112418,0.0017829218836839,1500.0,5000.0,0.010152678298084519
"[12746.971238005868, 41.57687030782511, 0.8462586614807104, -0.15672058541788125, -0.04030512160400497, -0.020806999999999996, 0.30975964512989745]","[10724.125493339085, 20.829643042330236, 0.7567354054211854, 0.02112860339820477, 0.0658704707459293, -0.0011209999999999996, 0.283239485875469]",0.39062,90.707634,0.0019746883926938,1500.0,5000.0,0.011021548085670447
"[15657.120647243553, 41.57687030782511, 0.8340402881317996, -0.324117002059344, 0.011742976062330221, -0.023325000000000002, 0.30161288661958724]","[13049.57932412132, 26.032198621733908, 0.7645929166707728, 0.1285396387218154, -0.10133643847440364, -0.0017970000000000015, 0.29546463035531007]",0.42969,92.464446,0.0021654510535186,1500.0,5000.0,0.011860061338280463
"[10986.041858904357, 41.57687030782511, 0.8367169229303766, -0.19851278193838562, 0.0950471036372424, -0.018736999999999997, 0.2894817331559973]","[13322.644545543066, 20.370370370370363, 0.8231544030670381, -0.008795205163742104, -0.10518775007706471, -0.006876000000000001, 0.3090502881797718]",0.46875,94.180612,0.0023551089139341,1500.0,5000.0,0.012668467634063383
"[15025.927904937245, 40.66014214886444, 0.864101938487283, -0.18575459985108012, 0.0655249461304571, -0.022339999999999995, 0.28746817284701276]","[12347.67188047209, 25.45821483364418, 0.751696922334691, -0.15566890755428364, 0.026522408979665273, -0.006477, 0.2975805831552186]",0.50781,95.70936799999998,0.0025438108546043,1500.0,5000.0,0.013446192649702215
"[13684.741508210001, 25.45821483364418, 0.8960075431179304, -0.3371415363468344, 0.035743094495619326, -0.014385999999999998, 0.2841205114102113]","[11686.500774425378, 25.45821483364418, 0.6448256249231727, 0.12651310580620434, -0.02508084563399513, -0.011065000000000002, 0.29387589349077275]",0.54688,97.141756,0.0027317119483071,1500.0,5000.0,0.014191855471860143
"[17400.913493442968, 21.299270527843998, 0.8260823442404686, -0.1806696111403574, 0.04295861193496316, 0.040111999999999995, 0.29247848032975005]","[11434.945184495953, 20.829643042330236, 0.7366403485850594, 0.04606921472807857, 0.01580972528406173, -0.005475999999999998, 0.3042796927565164]",0.58594,98.414226,0.0029188090209708,1500.0,5000.0,0.014912871199780917
"[14652.048747501316, 39.76362692347015, 0.7976078925292522, 0.016968945602153784, -0.03339231865466258, 0.060998, 0.2957155998522905]","[12277.221934955794, 26.032198621733908, 0.8581426192911081, -0.23921716745687593, 0.0736718447576584, 0.0016370000000000007, 0.3050519680824892]",0.625,99.40769,0.0031052846126989,1500.0,5000.0,0.01561449661634156
"[15561.85274815582, 20.829643042330236, 0.784375498646706, 0.1376207347332814, 0.0442767906183048, 0.060004999999999996, 0.29979316032057834]","[12245.397361335212, 22.270529046352106, 0.7840432333327692, -0.1406350246265342, 0.03927922641911569, 0.0009220000000000037, 0.30129923650085805]",0.66406,100.188368,0.0032912821061808,1500.0,5000.0,0.0162991080551676
"[17180.21651756169, 20.829643042330236, 0.8272248482335002, -0.053828964438386695, 0.1582690529577657, 0.05811499999999999, 0.3091002455110639]","[11387.440416813675, 25.45821483364418, 0.7585192009208099, 0.06363404753138546, 0.025592057482847354, 0.0035489999999999988, 0.28864266073988437]",0.70312,100.965916,0.003476866063788,1500.0,5000.0,0.01696884291445742
"[21685.577948447466, 38.02946240066889, 0.8337439753421589, -0.21711764897029528, 0.00832019569873063, 0.03255999999999999, 0.3122445810578624]","[13473.090427919607, 26.6191235131627, 0.7143596193260018, 0.14554114288389997, -0.10814145386356376, 0.008635999999999996, 0.3013971424947489]",0.74219,101.75122,0.0036620879089339,1500.0,5000.0,0.017625766282513448
"[18503.94260807131, 38.02946240066889, 0.8023918576611785, -0.03620822639544219, -0.11539270595748889, 0.014108, 0.30317523371146265]","[12462.230102472595, 26.6191235131627, 0.7175646226629258, 0.2670515698076805, -0.09081539959458675, -4.0000000000004476e-05, 0.30549712993741857]",0.78125,102.48737,0.0038468682928398,1500.0,5000.0,0.018271201729962164
"[12148.719939776922, 20.370370370370363, 0.8008780928254087, -0.11569933813353162, 0.04947686477467843, -0.0016180000000000003, 0.31076921030887217]","[11988.314084899408, 26.032198621733908, 0.746289313624172, 0.023299686560121824, -0.04673674269671902, 0.0036579999999999985, 0.29873725083424063]",0.82031,103.18462,0.0040312818110383,1500.0,5000.0,0.018906739513008128
"[15199.47315280138, 20.370370370370363, 0.8126082844190424, -0.012495404353701112, 0.17229188422963412, -0.0008830000000000009, 0.32269532892652786]","[14056.632311016554, 20.829643042330236, 0.7991339185639463, -0.13980133175368215, -0.08033293815057832, 0.006601000000000001, 0.3174133516394671]",0.85938,103.809798,0.0042154080141839,1500.0,5000.0,0.019533720673159713
"[13538.789498516131, 41.57687030782511, 0.823119523403103, 0.05355267275651654, 0.1608655467316883, -0.0005439999999999978, 0.3178651947980464]","[14391.686681269577, 20.829643042330236, 0.6811293573677786, 0.2545826797669486, 0.00710138433012826, 0.010018999999999998, 0.3275445933594386]",0.89844,104.233372,0.0043992240796125,1500.0,5000.0,0.020152767088108762
"[12787.889995402982, 38.02946240066889, 0.798340755142869, 0.02104376048230927, 0.031091764487669645, -0.007999, 0.31942603055950214]","[13889.003883726953, 20.370370370370363, 0.6995884009477, 0.17856390977429992, 0.10310797743822231, 0.009718999999999998, 0.32479048945281636]",0.9375,104.545122,0.0045828563082991,1500.0,5000.0,0.020764743967900155
"[13678.42724225243, 38.02946240066889, 0.7986254187648132, 0.08130374483023672, -0.1001370845761851, -0.00014299999999999803, 0.308957150024077]","[13555.611674682312, 20.829643042330236, 0.8655797807795156, -0.17255897710913803, 0.07641564276796792, -0.010165, 0.3098990961183979]",0.97656,104.954016,0.0047663103435941,1500.0,5000.0,0.02137011604039937
"[12686.239122264918, 39.76362692347015, 0.8339698397625399, -0.20529946183493708, -0.0391875242942748, -0.004822999999999999, 0.31115830001945954]","[12446.467123425577, 20.829643042330236, 0.820387308974605, -0.1144016324867323, -0.047756772616923654, -0.004449, 0.2972286550771981]",1.01562,105.483314,0.0049495352211808,1500.0,5000.0,0.021969109098044774
"[12709.590149442996, 34.78472525171509, 0.8554993852154238, -0.11588910727066137, 0.011276132299603068, -0.0013929999999999997, 0.31444105735574673]","[12302.907920356978, 20.829643042330236, 0.8060517184951779, -0.07346561881151503, -0.18617081706672908, -0.007153999999999998, 0.3011604826068653]",1.05469,105.97863,0.0051325560245018,1500.0,5000.0,0.022561860878507575
"[11375.349393571027, 21.299270527843998, 0.8292783058699382, -0.16219795315212338, -0.03999565538575525, 0.0049689999999999995, 0.29814152686098594]","[12446.548559510546, 20.829643042330236, 0.7170936271185366, 0.011099315048613168, -0.08976409153824026, -0.010360999999999997, 0.30625647206059176]",1.09375,106.343418,0.0053153215302874,1500.0,5000.0,0.023147815788343747
"[13509.363029601167, 34.78472525171509, 0.7813025393323467, -0.21582591419800368, -0.015038815049694338, -0.008273, 0.3148702406881285]","[12325.185360535645, 26.032198621733908, 0.709592420258427, 0.10676640015837036, -0.04998930706713595, -0.003551000000000002, 0.29640438491864457]",1.13281,106.667426,0.0054979209146136,1500.0,5000.0,0.023727466888873516
"[16865.88661209551, 34.01775705752766, 0.76141039476899, 0.1765641354984, 0.11420923985002597, 0.019274, 0.35628168199333515]","[12325.887313282818, 26.6191235131627, 0.7812733221263265, 0.08157315834838608, -0.07348349258293697, -0.004160999999999999, 0.2960638091341121]",1.17188,106.999718,0.0056804103884798,1500.0,5000.0,0.024304179034909768
