Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load,Degradation_monotonic
"[22613.386292761887, 29.758309904755187, 0.6074082103269891, 1.6369001989836285, 0.37862459521607184, 0.008369999999999999, 0.40930651485164515]","[11628.057626671567, 21.299270527843998, 0.8600702358207488, 0.046179704735701765, -0.11771533242601802, -1.0999999999999232e-05, 0.30083581714782565]",0.0,290.045,0.0,1500.0,5000.0,0.0
"[22695.074007140654, 31.81683448714817, 0.5998199383141966, 2.0881752960893287, 0.42252555967277156, 0.004781999999999998, 0.40245565032187086]","[12350.885761886646, 23.811088024719595, 0.820973107701135, 0.01310117755590845, -0.16421744646175532, 0.0014659999999999992, 0.310161768830396]",0.03906,290.045,0.0002488559620774,1500.0,5000.0,0.00037904106559811027
"[23981.309127185275, 31.81683448714817, 0.7339831514630163, 0.6290927991724184, 0.11232846339862575, -0.0006700000000000022, 0.3855641024524975]","[11118.883889049615, 23.286077490589925, 0.7823288678232417, -0.017013482912838995, -0.07679150999743199, 0.0027510000000000013, 0.3019498385477296]",0.07812,290.045,0.0004977119344301,1500.0,5000.0,0.0007580825753568305
"[22561.737768094983, 29.758309904755187, 0.7339831514630163, 0.7046876288570161, 0.0663666191304618, 0.0002480000000000011, 0.3896204441453246]","[10703.862509280589, 21.779486287708007, 0.7689803977887435, -0.02599896466615892, 0.10400363477578538, 0.0024660000000000016, 0.29661346032167857]",0.11719,290.045,0.000746631630684,1500.0,5000.0,0.001137221570284376
"[35209.627777044196, 31.115305298264754, 0.7077054270957145, 0.4616451370637744, -0.04963083334313714, 0.005759999999999997, 0.43933303130996193]","[10911.950267927383, 24.34793550567121, 0.7492900991090125, 0.026565079968650984, 0.08719550497280167, -0.010826, 0.2921280228324561]",0.15625,290.045,0.0009954876308361,1500.0,5000.0,0.0015162639684795903
"[38009.732748387236, 30.429244122173564, 0.7134026327605202, 0.436684962652957, -0.20918097032904961, 0.008208999999999998, 0.46105329552992025]","[14413.433727103362, 24.34793550567121, 0.6267646096335981, 0.6852703213469824, 0.043873375778527214, 0.00010499999999999954, 0.3270757740570218]",0.19531,290.045,0.0012443436615535,1500.0,5000.0,0.0018953068108369757
"[30321.249023371445, 32.53418043238795, 0.7373612331585209, 0.21433557481384602, -0.09951404953769005, -0.0003179999999999996, 0.447955286692768]","[14309.046601705186, 23.286077490589925, 0.640803972904049, 0.7805074272395607, -0.01300462905784799, 0.004723000000000002, 0.3286230458610595]",0.23438,290.045,0.0014932634006076,1500.0,5000.0,0.0022744471387059167
"[38144.25684795895, 29.10216911179048, 0.8218798360962936, -0.10289660923671784, -0.04042113991120275, 0.002307000000000004, 0.4367994628556679]","[12099.434042304014, 24.89688681058519, 0.8463974646749992, 0.012907118887750979, 0.009984937847304119, 0.0017870000000000026, 0.29415040647770657]",0.27344,290.045,0.0017421194511186,1500.0,5000.0,0.00265349086950292
"[33086.581245731846, 32.53418043238795, 0.7572791936352872, 0.22793240484417732, -0.041743082926750726, 0.003216000000000002, 0.4403896880536601]","[12028.586011610763, 23.286077490589925, 0.8756393639614588, -0.2604304610316759, 0.030002302453475994, -0.002603, 0.300441680515537]",0.3125,290.045,0.0019909755261456,1500.0,5000.0,0.0030325350444636557
"[44485.229449929146, 30.429244122173564, 0.769340505029676, 0.18311101153076814, 0.0033688207694496258, 0.007597999999999995, 0.4496058500464602]","[11549.066575626735, 22.772642910514104, 0.8630470759313931, -0.3233587316454418, -0.04485376297494951, -0.0026539999999999992, 0.2959943450203061]",0.35156,290.045,0.0022398316274775,1500.0,5000.0,0.0034115796635886455
