Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load,Degradation_monotonic
"[16484.94585205936, 30.429244122173564, 0.844010304690021, -0.1316158872463875, -0.04765327793783697, -0.0054529999999999995, 0.3358482898437924]","[7946.8171448697, 23.286077490589925, 0.8107556071801265, 0.0728639773768247, -0.12145126703213706, 0.005882000000000003, 0.24067273230675718]",0.0,100.253,0.0,1500.0,5000.0,0.0
"[16718.990338432457, 28.460495563154176, 0.893888946858274, -0.21739700395828443, 0.023678838664111735, -0.008113000000000004, 0.32296274124270125]","[7882.9285837684465, 23.286077490589925, 0.785598973701658, 0.14685313051964632, -0.0750781650818195, 0.007850999999999997, 0.2334189812311758]",0.03906,100.253,3.7728693483933316e-11,1500.0,5000.0,0.00011875347333011632
"[19787.17866919885, 30.429244122173564, 0.7498679684454607, 0.26621509688606393, 0.09434951659918021, -0.008128, 0.3672331488523333]","[7677.155439972318, 23.286077490589925, 0.8038308250320829, -0.07059673850217019, -0.006885225451716581, 0.008582999999999999, 0.23693394672566445]",0.07812,100.253,7.545740285001127e-11,1500.0,5000.0,0.00023750708581564363
"[20669.881090303006, 31.115305298264754, 0.7832387748234297, 0.08442084951597684, 0.09012758623283477, -0.001242, 0.37912169212008956]","[7642.548870378093, 23.811088024719595, 0.8034468930979859, -0.09223009889546141, -0.028723514309930424, 0.005421999999999998, 0.2408086998345367]",0.11719,100.253,1.1319579402781612e-10,1500.0,5000.0,0.00035629124038076814
"[14368.077102380077, 29.758309904755187, 0.9369951542888177, -0.3792980813092215, 0.036290807886852586, 0.004521999999999997, 0.34187176179965495]","[7284.593178482457, 20.370370370370363, 0.8310679884230454, -0.024417436406062976, 0.0793388721963249, 0.0027099999999999984, 0.23698397815042263]",0.15625,100.253,1.5092455646232254e-10,1500.0,5000.0,0.0004750451312132319
"[15874.668733281696, 29.758309904755187, 0.7787678895287553, 0.011764300727501453, 0.034607272553293975, -0.005534000000000002, 0.35260013732839074]","[7857.444174979986, 24.89688681058519, 0.8125003627624043, 0.0680923633453352, 0.05170710794986562, 0.0026419999999999985, 0.23122336784157435]",0.19531,100.253,1.886533534937184e-10,1500.0,5000.0,0.0005937991612015957
"[20450.379293351063, 29.758309904755187, 0.849932668515667, -0.19395674167489618, 0.04393901815628192, -0.004975999999999998, 0.387576280780958]","[7533.612148805696, 21.779486287708007, 0.794239324328246, -0.04053056353619633, -0.019896825610199252, 0.0006929999999999987, 0.23016137979904447]",0.23438,100.253,2.263918521513595e-10,1500.0,5000.0,0.0007125837333769339
"[16459.406625122487, 28.460495563154176, 0.8218732131857976, -0.09566460084831041, -0.030106939138881374, 0.0012689999999999984, 0.36016629858858257]","[7873.522244669292, 22.772642910514104, 0.8063248786191761, -0.1790227845572021, -0.06492040811110839, -0.0019930000000000013, 0.23594362663780516]",0.27344,100.253,2.6412074140300224e-10,1500.0,5000.0,0.000831338041713213
"[14807.778584392954, 29.10216911179048, 0.8090760830778506, -0.03979907779092473, -0.01392329046219585, 0.000492999999999999, 0.3265368891120879]","[7696.649963544788, 20.829643042330236, 0.7987759676923494, -0.09180155969826886, -0.15453503028295318, -0.001251999999999999, 0.23669493550982454]",0.3125,100.253,3.0184968781235555e-10,1500.0,5000.0,0.0009500924892058812
"[16394.13494675409, 29.758309904755187, 0.7036036987954268, 0.22577785486238078, 0.19989582305001527, -0.00039700000000000157, 0.3547497898392612]","[7788.979532573709, 23.286077490589925, 0.8158161683728529, -0.11868622247054894, -0.13822249236726766, 0.007909999999999997, 0.24216984102071837]",0.35156,100.253,3.3957869874778336e-10,1500.0,5000.0,0.0010688470758551017
