Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load,Degradation_monotonic
"[39567.348956092996, 30.429244122173564, 0.7632545881701885, 0.20026415674505182, 0.02185779690191023, 0.005949999999999999, 0.5078133352916208]","[10114.549166333203, 22.772642910514104, 0.8584399174406339, -0.2586911671252228, -0.0220118561900045, -0.0028620000000000017, 0.2674179331234164]",0.0,100.253,0.0,1650.0,4200.0,0.0
"[35434.31350761495, 31.115305298264754, 0.7966032675537957, -0.015899200983764405, -0.024858613391639986, 0.0030149999999999995, 0.47032671067567494]","[8652.025053334437, 46.48001993297304, 0.8110344038618895, -0.21644354540846544, 0.016006479769899086, -0.005439000000000002, 0.2540385802963794]",0.03906,100.253,1.9142074629601955e-07,1650.0,4200.0,0.00021390123937605398
"[36300.40720329856, 31.81683448714817, 0.7947949407264675, 0.18789928838501613, 0.06515509180346199, 0.006368, 0.50382810022467]","[9131.353473230782, 23.811088024719595, 0.7721548342616996, 0.012308282396707781, 0.0023779956917126463, -0.004156000000000005, 0.2546033928760573]",0.07812,100.253,3.828415466336122e-07,1650.0,4200.0,0.00042780272940174253
"[37261.8013717209, 31.115305298264754, 0.8201168727927104, 0.1989617922156457, 0.0884869526734422, 0.007457000000000004, 0.5160887231387642]","[9121.689477628757, 23.811088024719595, 0.766652647404888, 0.23532184057143857, -0.21064384574181838, -0.005055000000000001, 0.26323506220676607]",0.11719,100.253,5.7431143088218e-07,1650.0,4200.0,0.0006417592324598563
"[29570.39701184946, 31.115305298264754, 0.799685206698072, -0.10152577819147135, 0.08597714901362795, 0.0011739999999999951, 0.48688450758265045]","[10727.279151674999, 23.811088024719595, 0.7380982722152809, -0.0023608524108214013, -0.08012010012048963, -0.012375999999999998, 0.2808717191601889]",0.15625,100.253,7.657324117934576e-07,1650.0,4200.0,0.000855661223849865
"[32960.61314790862, 31.115305298264754, 0.689550112921293, 0.46576280452701146, 0.1149736265489296, 0.0024719999999999976, 0.4771142349752311]","[11118.290657850259, 23.811088024719595, 0.8135574931839029, -0.20813848621757236, 0.06391510104078799, -0.009672999999999998, 0.28894003542430735]",0.19531,100.253,9.571535104245834e-07,1650.0,4200.0,0.0010695634658903898
"[27911.836200032914, 31.115305298264754, 0.629190762318147, 0.7559535336640266, 0.09917739335447112, 0.007557999999999998, 0.45883946063519865]","[10469.119131540885, 48.599534553969654, 0.8180846005395601, -0.025029965930792653, -0.05095250307146667, -0.0068679999999999965, 0.2830101139111463]",0.23438,100.253,1.1486237603863988e-06,1650.0,4200.0,0.001283520721156749
"[25408.56250497643, 31.115305298264754, 0.8353884373934943, -0.3248991888768442, 0.0012209977835414883, 0.010175000000000003, 0.4489746901274057]","[9996.02833175668, 48.599534553969654, 0.8050954533318844, -0.10949801541935011, -0.052863765984516274, -0.006643999999999998, 0.26712046957131536]",0.27344,100.253,1.3400451728066263e-06,1650.0,4200.0,0.0014974234645633564
"[27705.319206893175, 29.10216911179048, 0.8951713921505116, -0.39507989409249156, 0.036564352779138797, 0.008438000000000001, 0.4736830840931519]","[10279.317918599318, 23.811088024719595, 0.7085427388436788, 0.33716074988801603, 0.03987809211382027, -0.005359, 0.27107979658949133]",0.3125,100.253,1.5314667797120466e-06,1650.0,4200.0,0.0017113264586213607
"[30280.84108917414, 31.115305298264754, 0.8718090575022379, -0.186817569832046, 0.11775818268338901, -0.0006179999999999977, 0.44561120057287606]","[11275.41401665543, 48.599534553969654, 0.733753908873904, 0.4376854119266125, -0.030777239908016826, -0.008396999999999998, 0.28524317238279345]",0.35156,100.253,1.722888606174335e-06,1650.0,4200.0,0.0019252297033310554
